340.1074207,13.22834056,,,
339.6263369,13.10373548,,,
344.0979616,13.30001059,,,
346.0945596,13.79654055,,,
338.2522535,13.9593056,,,
341.0850202,12.95782116,,,
339.3470507,13.16266724,,,
337.2027132,12.1757304,,,
334.9001543,12.18956045,,, 
332.2656085,12.5434405,,,
324.760726,11.91005052,,,
329.5680744,10.27415044,,,
331.9607208,10.82232281,,,
330.2009606,10.2002155,,,
321.1485898,11.33673544,,,
321.8486309,10.65014044,,,
323.7224822,10.89562631,,,
331.4472403,10.9780405,,,
333.5802893,13.52799089,,,
322.7233942,10.96916033,,,
320.4578966,10.56567535,,,
320.0473407,10.82712549,,,
319.2451975,10.43789043,,,
318.973246,10.58403543,,,
321.5439244,10.28835541,,,
320.7837703,10.49535529,,,
317.840338,10.76799537,,,
310.4217112,10.84355032,,,
315.2109934,10.96422545,,,
319.7775312,12.44550549,,,
316.4559046,12.08048051,,,
314.5512471,12.31556047,,,
316.4109277,12.48380046,,,
315.6505642,12.25949059,,,
319.6020903,12.09746046,,,
322.2312666,12.12321536,,,
324.2302616,12.50928548,,,
318.9000271,12.56502542,,,
318.1863932,12.10719544,,,
320.6666759,10.96094042,,,
322.36345,10.17812033,,,
326.1658302,10.18151035,,,
324.4379741,9.911460696,,,
321.5312864,10.35356046,,,
319.4441909,10.88589541,,,
319.4271905,10.4110254,,,
320.2095758,10.95380039,,,
319.3088057,10.47809045,,,
332.4431112,10.70835241,,,
326.0441543,10.22883557,,,
327.3956942,9.098150285,,,
334.2502879,11.57346535,,,
333.2250258,13.62413054,,,
334.6362808,14.04542055,,,
327.6941562,12.12860044,,,
333.6883808,11.64446061,,,
334.7832458,12.97737548,,,
332.3393892,12.43299551,,,
326.6741744,12.36951919,,,
331.3500061,11.18999958,,,
337.641424,12.23805552,,,
326.5077976,9.657260402,,,
323.9067693,8.293745422,,,
316.0975336,8.397530492,,,
315.7554073,8.630645307,,,
312.060488,8.878505325,,,
314.0727264,9.205505339,,,
323.7558724,8.225675297,,,
322.1725679,7.91165034,,,
319.0008065,8.836038326,,,
312.0757384,9.642590332,,,
311.2118917,10.21331037,,,
313.4341983,10.24119533,,,
314.8375947,11.00517543,,,
318.6370293,10.95110035,,,
318.6842925,10.86414547,,,
317.5826369,10.84667047,,,
323.9283076,10.97620727,,,
329.7110212,10.31285044,,,
324.5784549,11.7509154,,,
323.9354913,11.80916049,,,
327.8840602,10.91036037,,,
323.3253175,10.32113247,,,
322.6902257,9.589955425,,,
325.300873,9.717920303,,,
330.8238744,10.0920354,,,
328.1597731,9.456020371,,,
326.6296083,9.037025372,,,
325.9209273,9.347440013,,,
332.7360731,9.403760497,,,
325.3018776,8.272130346,,,
316.6387127,7.4550354,,,
314.0547949,6.994955238,,,
310.5331059,5.973065201,,,
311.2557266,6.881780179,,,
313.0954396,6.074735339,,,
302.5893305,5.111000223,,,
305.6052827,5.236025222,,,
310.8288414,6.390065225,,,
313.7508862,5.291375271,,,
310.1528823,5.455880205,,,
301.3576201,5.665790272,,,
297.8048268,6.143765291,,,
294.1150338,6.229505221,,,
298.5911396,6.095450409,,,
298.9329123,5.775530195,,,
296.9496242,6.280970168,,,
303.1716685,5.880665207,,,
309.5004872,5.98014528,,,
312.905278,6.670580212,,,
311.2464208,8.249083042,,,
308.6548036,8.728100427,,,
311.8819256,8.000330337,,,
313.7904339,5.95980533,,,
308.2075174,5.32638526,,,
307.1211331,4.957175231,,,
306.1580465,5.317505145,,,
296.7365022,6.729605246,,,
288.5207835,7.16414024,,,
291.3609704,7.080335267,,,
290.1880003,6.851195351,,,
288.043589,6.598355309,,,
288.9987162,6.77364529,,,
288.8825158,6.757415326,,,
289.9028808,6.87980024,,,
292.4690439,6.860315243,,,
288.0642224,7.297340298,,,
283.3373161,7.306805229,,,
286.590982,7.806725359,,,
293.0843222,7.66724027,,,
291.2482861,7.333736485,,,
292.4134143,7.539965359,,,
292.4424854,7.705715307,,,
288.8550275,8.03488317,,,
287.1440362,8.639105352,,,
285.232088,8.891555436,,,
289.2809332,8.490785297,,,
290.0901607,8.415755399,,,
292.4378032,8.525585334,,,
297.1335692,7.567115339,,,
298.7534833,8.308985472,,,
298.4984263,7.658660316,,,
297.244522,7.753295342,,,
295.4189457,7.666115876,,,
295.5745074,7.542727778,,,
291.7795885,7.213834861,,,
294.8211218,6.814745235,,,
294.8523049,6.961055295,,,
292.652893,7.563575288,,,
293.5334098,7.896005392,,,
291.9512574,8.132480272,,,
295.0272159,7.18295037,,,
294.5582936,7.418825261,,,
305.5988716,6.207635276,,,
298.4615327,6.087018158,,,
302.7319205,6.342005285,,,
