277.8,3.2
290.7,3.1
286.5,3.4
295,3.5
303.6,3.3
324,3.2
314.9,3.5
322.6,2.4
320.3,3.4
319.4,4
325.3,4.1
313.8,3.3
322.8,3.1
335.2,3.2
337.1,3.9
312.7,4.5
338.7,4.5
338.6,4.2
319.8,3.6
322.1,4.8
327.7,4.2
338.1,4.3
337.9,4.9
335.1,4.4
358.1,2.5
347.2,4.1
344.4,4.7
348,3.3
353.4,3.7
7.9,4.3
350.4,3.7
352.1,3.6
334.2,3
1.3,5.4
349.7,3.6
353,3.3
7.4,6.7
359,2.9
341.1,3.1
354.4,3.2
8.4,5
10.1,3.7
10.6,3.8
7.8,2.3
0.1,2
23.2,3.7
54.5,1.8
27.5,4.4
37.3,1.9
43.6,2.9
40.9,3.7
62.4,2.2
59.2,1.5
26.9,1.2
27.7,4
32.6,4.8
20.9,3.9
33.1,3.9
42.5,4.2
53.4,3.2
47.4,3.5
73.7,3.2
50.7,3.8
54.4,2.9
107.4,1.4
93.2,2.8
59.3,1.4
66.9,1.9
63.5,1.5
85.2,1.3
110.9,1.8
105.2,1.8
95.2,2.3
135.5,2
85.8,2.3
137.2,1.8
129.3,1.7
163,1.7
152.2,2
128.9,1.4
247.8,1.1
219.7,1
171.9,1.5
155.8,1.7
201.9,1
171.7,1.5
299.2,0.9
185.7,1.4
107.2,1.1
187.1,1.4
247.8,1
29.2,1.1
309.1,1.6
8.5,2.2
315.1,0.9
262,1.7
267.3,2.4
249.8,1.4
316.4,1.2
262.3,3
273,2.7
268,2.2
288.5,2.5
294.8,1.6
272.4,1.2
294.3,2.6
286.9,1.6
297.2,2.7
256.7,2
272.9,2.9
272.5,3.5
240.2,2.2
268,3
260.5,2.1
254.8,3.1
257.6,2.6
257,1.8
271.1,3.3
259.9,2.9
248.6,3.8
241,2.7
260.6,3.2
260.2,2.6
266.3,3
259.7,2.6
243.1,2.7
265.7,1.4
252.6,1.3
349.3,0.9
8.5,0.8
168,1.1
129.1,1.6
178.5,2.3
156.6,2
175.2,2.4
187.6,2.9
165.2,2.3
159.1,2.3
102.1,3.1
93.6,2.8
100.7,2.7
115.8,2.3
110.4,2.1
140.6,2.2
149.8,1.7
129,1.8
198.7,3.1
201.7,2.8
147.2,2.1
170.8,2.6
208.2,3.3
193.7,2.2
196.1,3
228.1,1.9
204,1.9
223.1,1.9
212.6,2.1
202.2,1.6
181.3,1.4
149.6,1.3
141.4,1.8
141.3,1.4
155.1,1.8
116.3,2.1
136.6,3
127.7,2.8
158.2,2.6
137.2,2.6
116.2,2.4
151.7,2.4
153.3,2.3
179.5,3
213.9,3
168.6,2.2
217.4,4.6
199.5,2.9
209,2
225.4,4.1
225.9,2.4
232.5,2.9
239.9,2.4
254.9,2.8
243.1,2.4
244.2,2.3
258.2,2.6
249.5,2.7
261.6,4.1
240.6,2.5
264.6,4.3
261.7,3
256.1,2.8
244.7,3.4
258.6,3.6
253.7,3.8
262.9,3.7
244.3,3.8
252.9,3.1
259.5,2.8
272.7,3.8
268.8,4.3
270.4,3.9
268.4,4.3
270.7,4.2
270.3,5.6
246.3,5.5
251.6,5.5
248,6.4
259.4,7.2
250.1,5.6
256.7,5.1
253.9,5.5
256.9,5
258,5.5
254.8,5.6
258.8,6.3
249.4,6.1
258.1,7
256.3,6
244,6.7
269.7,6.6
270.9,7.7
264.7,6.5
262.4,6.1
272.6,6
284.5,5.9
272.6,6.1
278,5.7
266.9,5.6
275.7,5.4
263.1,5.1
272.2,6.1
282.8,4.7
287.4,6.2
297.1,5.7
278.5,5.5
293.1,6.2
301.9,6.2
297.9,5.4
296,6
315.9,5.5
306.5,6.4
325.4,6.4
330.3,6.3
334.5,6.4
343.8,5.3
115.4,8.2
114,9.1
114.9,8.6
103.7,10
92.8,9.1
96.4,7.3
106.9,6.8
94.1,8.4
107.6,7.3
99,7.9
116.3,5.6
103.1,5.2
116.2,5.3
128.6,5.6
107.4,5.6
121.4,5.1
109.2,6.5
111.6,5.9
103.9,5.2
97.4,5.5
95.4,5.2
107.5,4.9
97.1,4.5
113.6,4.7
114.3,3.4
107.9,4.6
121.1,4.8
120.2,5.2
120.7,7.8
111,5.6
119.3,6.4
123.1,8
121.5,7.3
119.9,7.7
119.9,8.5
119.7,8.1
121.6,7.5
115,7.5
137,8.6
127.5,6.3
119.5,8.7
118.4,7.3
123.1,5.6
131.5,5
152.4,4.2
145.5,4.6
133.2,6
145.8,4.4
128.4,5.7
148.8,4.3
124.7,6
129.2,6.7
144.1,5.9
142.4,7.1
127,7.5
136.9,6.5
135.7,6.9
150.7,5.3
128.2,5.4
159.9,4.6
158.2,5.8
160.8,4.7
153.8,3.4
160.3,4.2
176.4,4
147,4.7
152.6,6.3
127.7,5.1
119.7,4.5
143.1,6.6
146.5,2.7
156.2,5.1
136.6,3.7
121.1,4
142.5,3.8
154.4,5.6
144.5,4.4
151.8,6.6
152,5.7
143,5.3
154.7,4.3
156.6,4.3
129.3,3.4
185.1,4.1
157.7,4.6
162.9,5.2
159,3.6
141.1,4.8
151.5,4.6
151.9,4.9
157.5,6.1
139.6,5.3
149.3,5.9
172.1,3.6
147.6,3.7
169.7,5.7
177.4,6.1
157.9,4.3
184.4,5.7
187.6,4.7
180.1,5.4
185.2,4.9
183.1,5.5
175.8,4.9
204.3,4.1
189.4,5.4
181.6,4.8
196.6,3.6
186.2,6
189.6,6.3
187.5,5
183.7,6.9
208.2,5.1
194.3,9
217.2,8.7
218.3,7.2
198.7,6
186,6.8
209.9,3.9
200.5,6.3
190.6,6
193.9,5.8
198.7,5.2
204.3,5.9
221.7,5
238.9,7
238.6,5.1
253.3,5.9
253.9,6.4
269.8,6.3
247.9,8
241.5,7.4
261,6.3
238.5,5.2
238.4,5.5
237.5,4.8
235.3,5.2
236.7,5.3
222.1,3.9
240.8,6.6
226.1,3
236.8,3.4
222.5,3.4
235.8,4.2
237,3.7
227.8,6.5
232.3,5
229.8,4.7
222.5,6.2
228.9,6.2
240.9,6.2
230.1,3.1
237.9,6.2
235.8,6.4
220.9,3.5
231.9,4.2
242.9,4.3
244.5,6.3
244.7,4.1
242,4
240.1,3.9
246.9,7.1
244.8,7.1
228.7,4.3
251.4,5.7
243.1,8.2
230.4,4.4
241,5.7
238,4.9
258.6,5.5
240.1,5.5
260.5,5.3
231,3.9
243.4,7.3
237,4.7
243.8,7.3
241.8,7.4
229.5,4.4
232.9,5
253.5,6.8
231.9,5.6
243.3,8.3
293.4,6.2
282.3,4.9
293.5,6.2
284.5,4.4
266.9,4.7
264.1,3.9
244,9.4
265.6,7.2
250.9,7.6
254.2,5.4
233.7,7.2
267,6.1
286.9,5.7
268.6,6.4
261,6.5
251.5,5.3
259.8,5
252.7,5.1
259.6,5.5
267.9,6.7
253.6,5.1
248,5.4
257.9,6.1
260.3,6.8
279.1,7
257.9,8.1
254.5,7.7
255.6,7.9
268.9,10
266.8,10
274.3,8.8
287.6,8.4
272.4,8.5
267.3,8.9
289.1,8.4
281.1,7.2
269.3,8.6
291,7.8
289.8,7.8
289.7,7.3
276.5,7.2
271.6,8.2
283.2,7.4
273.6,8.8
274.5,7.3
266.5,7.3
273.6,8.5
265.9,8.3
273.5,8.6
285.4,8.4
273.1,7.8
278.4,8.1
266.6,9
282.8,7.1
279.8,8.5
291.1,8.6
277.4,8.9
296.7,9.4
290,9.7
265.3,9.9
287.8,9.8
294.6,9.7
291.9,9
281.7,10.3
290.3,10.9
276.5,10.2
279.9,9.6
275.8,10.6
268.6,11.9
293.4,11.6
280,10.6
274,11.4
280.3,10.3
266.4,11.8
294.9,11.6
295.4,11.7
275.8,11.2
269.7,11.2
281.1,10.4
296.3,10.7
297.8,10.6
301.5,9.4
271,8.9
274.2,9.1
280.7,9.7
299.9,8.1
279.5,8.2
279.8,8.7
254.6,7.1
267.2,7.4
275.8,7.9
261,6.3
264.2,6.6
275.6,7.1
277.9,7.9
256.5,7.2
266.2,7.5
259.9,6.4
245.2,7.3
256.4,7
260.9,7
267,7.3
277.2,7.4
265,7.5
264.9,7.2
278.6,7.5
263,7.3
259.5,6.6
269,6.6
262.6,6.3
269.9,6.9
277.1,5.8
285.4,7.5
274.3,7.3
281.6,7
276.8,6.1
289.7,7.3
286.9,5.8
269.7,6.6
287.2,6.7
289,5.5
292.7,6.2
294.1,5.5
294.3,5.8
316.8,5.9
292.8,4.9
308.3,6.3
289.8,5.4
294.2,7.1
305.5,7.2
297.4,5.9
307.1,7.7
290.7,4.8
309.8,5.7
315.1,4.5
306.4,4.1
290.7,4.3
305.8,6.9
294.4,5.6
293.8,5.5
302.8,5.5
305.1,4.9
320.1,7
322.2,4.2
327.7,3.1
313,4.2
311.3,3.6
293.4,3.8
301.1,4.2
294.5,3.9
276.8,3.4
278.3,2.9
275.3,3.2
254.2,3.5
256.4,3
257.4,3.2
261.9,4.1
267,2.3
252.3,3.5
280.4,4.3
290.2,4
295.9,3.1
295.3,4.8
288.9,5.5
293.7,5
309.6,5
316.2,5.1
304.3,5.1
307.9,5.1
301.8,4.3
321.7,5.2
295.7,6.1
303.4,5.5
310.1,6.2
298.7,4.9
304.4,4.6
300.3,4.4
320.4,6.8
331,4.9
310,4.4
307.8,4.1
305.3,3
316.8,3
308.9,3.9
316.8,4
317.6,4.6
336.3,4.2
310.3,3.3
328,3.3
306,5.5
304.4,5
307.3,5.2
307.5,5.5
294.9,5.1
316.9,4.7
307.1,5.5
299.9,4.1
311.9,3.5
306.5,4.3
312,5.1
324.1,4
287.2,3.5
245.1,9.2
287.5,7.1
268.8,6.3
279,6.1
297,4.8
304.2,4.1
299.2,4.5
313.2,3.6
306.8,3.1
292.7,2.4
284.7,2.8
313.2,4
298.8,4
324.4,4.3
300.4,4.5
314.5,4.8
309.3,5.5
326.3,4.7
301.8,4
294.6,5.2
305.5,4.9
318.8,3.7
302.3,4.3
316.6,5.1
333.3,4.2
317.8,5.4
312.1,3.9
317.3,4.5
335.5,3.6
321.3,4.5
312.6,5
315.4,5.1
328.5,5.3
315.6,6.9
315.7,7.5
299,7.7
299.5,8.1
325,6.4
324.5,6.1
321,6.4
340.2,6.3
333.5,6
318,5.7
307,5.9
311.3,5.3
297.4,4.7
291.5,4.9
295.7,4.8
297.7,5.1
290.6,4.7
310.1,5
294.5,4.3
277.2,4
272.6,4.2
281.8,3.6
293.7,4.4
275.6,3.7
289.9,4.4
252.5,4
233.1,2.7
224.6,2.6
265.8,2.2
258.8,4.7
266.6,3.5
261.6,6.5
258.3,3.6
260.7,4.4
259.4,4.5
261.4,5.4
269,5.7
260.9,5.6
260,5.3
266.5,7.9
278.8,7.2
260.5,8.3
